standardHomeTeamName,standardAwayTeamName,FTR,datestamp,homeTeamForm,awayTeamForm
WESTHAM,LIVERPOOL,A,1994-04-23,9.0,7.0
BLACKBURN,QPR,D,1994-04-24,10.0,5.0
WIMBLEDON,OLDHAM,H,1994-04-26,11.0,3.0
CHELSEA,SWINDON,H,1994-04-27,6.0,2.0
LEEDS,MANUNITED,A,1994-04-27,8.0,9.0
NEWCASTLE,ASTONVILLA,H,1994-04-27,10.0,4.0
QPR,ARSENAL,D,1994-04-27,6.0,9.0
WESTHAM,BLACKBURN,A,1994-04-27,6.0,10.0
ARSENAL,WESTHAM,A,1994-04-30,8.0,6.0
LEEDS,EVERTON,H,1994-04-30,10.0,4.0
LIVERPOOL,NORWICH,A,1994-04-30,7.0,5.0
MANCITY,CHELSEA,D,1994-04-30,8.0,6.0
OLDHAM,SHEFFIELDWEDS,D,1994-04-30,1.0,11.0
QPR,SWINDON,A,1994-04-30,6.0,4.0
SHEFFIELDUNITED,NEWCASTLE,H,1994-04-30,10.0,9.0
SOUTHAMPTON,ASTONVILLA,H,1994-04-30,9.0,3.0
WIMBLEDON,TOTTENHAM,H,1994-04-30,13.0,3.0
IPSWICH,MANUNITED,A,1994-05-01,1.0,12.0
COVENTRY,BLACKBURN,H,1994-05-02,11.0,7.0
LEEDS,SHEFFIELDWEDS,D,1994-05-03,8.0,9.0
OLDHAM,SHEFFIELDUNITED,D,1994-05-03,2.0,8.0
QPR,WESTHAM,D,1994-05-03,6.0,7.0
CHELSEA,COVENTRY,A,1994-05-04,5.0,11.0
MANUNITED,SOUTHAMPTON,H,1994-05-04,12.0,9.0
OLDHAM,TOTTENHAM,A,1994-05-05,2.0,6.0
ASTONVILLA,LIVERPOOL,H,1994-05-07,6.0,6.0
BLACKBURN,IPSWICH,D,1994-05-07,5.0,2.0
CHELSEA,SHEFFIELDUNITED,H,1994-05-07,8.0,7.0
EVERTON,WIMBLEDON,H,1994-05-07,7.0,10.0
NEWCASTLE,ARSENAL,H,1994-05-07,12.0,5.0
NORWICH,OLDHAM,D,1994-05-07,5.0,3.0
SHEFFIELDWEDS,MANCITY,D,1994-05-07,7.0,6.0
SWINDON,LEEDS,A,1994-05-07,4.0,8.0
TOTTENHAM,QPR,A,1994-05-07,6.0,6.0
WESTHAM,SOUTHAMPTON,D,1994-05-07,5.0,7.0
MANUNITED,COVENTRY,D,1994-05-08,13.0,9.0
ARSENAL,MANCITY,H,1994-08-20,7.0,3.0
CHELSEA,NORWICH,H,1994-08-20,10.0,5.0
COVENTRY,WIMBLEDON,D,1994-08-20,9.0,10.0
CRYSTALPALACE,LIVERPOOL,A,1994-08-20,0.0,6.0
EVERTON,ASTONVILLA,D,1994-08-20,5.0,4.0
IPSWICH,NOTT'MFOREST,A,1994-08-20,2.0,3.0
MANUNITED,QPR,H,1994-08-20,13.0,5.0
SHEFFIELDWEDS,TOTTENHAM,A,1994-08-20,6.0,9.0
SOUTHAMPTON,BLACKBURN,D,1994-08-20,5.0,6.0
WESTHAM,LEEDS,D,1994-08-20,6.0,8.0
LEICESTER,NEWCASTLE,A,1994-08-21,0.0,12.0
NOTT'MFOREST,MANUNITED,D,1994-08-22,4.0,11.0
BLACKBURN,LEICESTER,H,1994-08-23,8.0,0.0
LEEDS,ARSENAL,H,1994-08-23,11.0,4.0
WIMBLEDON,IPSWICH,D,1994-08-23,8.0,2.0
ASTONVILLA,SOUTHAMPTON,D,1994-08-24,5.0,6.0
MANCITY,WESTHAM,H,1994-08-24,5.0,6.0
NEWCASTLE,COVENTRY,H,1994-08-24,12.0,8.0
NORWICH,CRYSTALPALACE,D,1994-08-24,5.0,1.0
QPR,SHEFFIELDWEDS,H,1994-08-24,7.0,3.0
TOTTENHAM,EVERTON,H,1994-08-24,9.0,5.0
ASTONVILLA,CRYSTALPALACE,D,1994-08-27,6.0,2.0
BLACKBURN,COVENTRY,H,1994-08-27,8.0,5.0
LEEDS,CHELSEA,A,1994-08-27,8.0,10.0
MANCITY,EVERTON,H,1994-08-27,8.0,4.0
NEWCASTLE,SOUTHAMPTON,H,1994-08-27,12.0,3.0
NORWICH,WESTHAM,H,1994-08-27,8.0,3.0
NOTT'MFOREST,LEICESTER,H,1994-08-27,7.0,0.0
QPR,IPSWICH,A,1994-08-27,7.0,5.0
TOTTENHAM,MANUNITED,A,1994-08-27,9.0,11.0
WIMBLEDON,SHEFFIELDWEDS,A,1994-08-27,5.0,5.0
LIVERPOOL,ARSENAL,H,1994-08-28,9.0,3.0
COVENTRY,ASTONVILLA,A,1994-08-29,2.0,9.0
CRYSTALPALACE,LEEDS,A,1994-08-30,2.0,10.0
EVERTON,NOTT'MFOREST,A,1994-08-30,4.0,10.0
IPSWICH,TOTTENHAM,A,1994-08-30,5.0,9.0
ARSENAL,BLACKBURN,D,1994-08-31,4.0,9.0
CHELSEA,MANCITY,H,1994-08-31,12.0,7.0
LEICESTER,QPR,D,1994-08-31,1.0,7.0
MANUNITED,WIMBLEDON,H,1994-08-31,11.0,2.0
SHEFFIELDWEDS,NORWICH,D,1994-08-31,5.0,6.0
SOUTHAMPTON,LIVERPOOL,A,1994-08-31,3.0,9.0
WESTHAM,NEWCASTLE,A,1994-08-31,2.0,15.0
ASTONVILLA,IPSWICH,H,1994-09-10,9.0,4.0
BLACKBURN,EVERTON,H,1994-09-10,11.0,1.0
LIVERPOOL,WESTHAM,D,1994-09-10,10.0,2.0
MANCITY,CRYSTALPALACE,D,1994-09-10,7.0,3.0
NEWCASTLE,CHELSEA,H,1994-09-10,15.0,12.0
NORWICH,ARSENAL,D,1994-09-10,6.0,5.0
NOTT'MFOREST,SHEFFIELDWEDS,H,1994-09-10,13.0,4.0
QPR,COVENTRY,D,1994-09-10,5.0,2.0
WIMBLEDON,LEICESTER,H,1994-09-10,5.0,1.0
LEEDS,MANUNITED,H,1994-09-11,10.0,10.0
TOTTENHAM,SOUTHAMPTON,A,1994-09-12,9.0,5.0
COVENTRY,LEEDS,H,1994-09-17,4.0,9.0
CRYSTALPALACE,WIMBLEDON,D,1994-09-17,4.0,5.0
EVERTON,QPR,D,1994-09-17,1.0,6.0
LEICESTER,TOTTENHAM,H,1994-09-17,4.0,6.0
MANUNITED,LIVERPOOL,H,1994-09-17,10.0,10.0
SHEFFIELDWEDS,MANCITY,D,1994-09-17,5.0,8.0
SOUTHAMPTON,NOTT'MFOREST,D,1994-09-17,5.0,11.0
WESTHAM,ASTONVILLA,H,1994-09-17,4.0,8.0
ARSENAL,NEWCASTLE,A,1994-09-18,2.0,15.0
CHELSEA,BLACKBURN,A,1994-09-18,9.0,13.0
IPSWICH,NORWICH,A,1994-09-19,4.0,9.0
BLACKBURN,ASTONVILLA,H,1994-09-24,13.0,7.0
COVENTRY,SOUTHAMPTON,A,1994-09-24,4.0,7.0
CRYSTALPALACE,CHELSEA,A,1994-09-24,3.0,9.0
EVERTON,LEICESTER,D,1994-09-24,2.0,5.0
IPSWICH,MANUNITED,H,1994-09-24,6.0,9.0
MANCITY,NORWICH,H,1994-09-24,8.0,8.0
NEWCASTLE,LIVERPOOL,D,1994-09-24,13.0,8.0
QPR,WIMBLEDON,A,1994-09-24,3.0,7.0
TOTTENHAM,NOTT'MFOREST,A,1994-09-24,3.0,13.0
WESTHAM,ARSENAL,A,1994-09-25,4.0,5.0
SHEFFIELDWEDS,LEEDS,D,1994-09-26,6.0,7.0
ARSENAL,CRYSTALPALACE,A,1994-10-01,5.0,5.0
ASTONVILLA,NEWCASTLE,A,1994-10-01,6.0,13.0
LEEDS,MANCITY,H,1994-10-01,10.0,5.0
LIVERPOOL,SHEFFIELDWEDS,H,1994-10-01,8.0,3.0
MANUNITED,EVERTON,H,1994-10-01,9.0,2.0
NORWICH,BLACKBURN,H,1994-10-01,8.0,10.0
SOUTHAMPTON,IPSWICH,H,1994-10-01,10.0,3.0
WIMBLEDON,TOTTENHAM,A,1994-10-01,7.0,6.0
CHELSEA,WESTHAM,A,1994-10-02,6.0,7.0
NOTT'MFOREST,QPR,H,1994-10-02,13.0,3.0
LEICESTER,COVENTRY,D,1994-10-03,6.0,5.0
CHELSEA,LEICESTER,H,1994-10-08,6.0,5.0
LIVERPOOL,ASTONVILLA,H,1994-10-08,8.0,3.0
MANCITY,NOTT'MFOREST,D,1994-10-08,6.0,11.0
NORWICH,LEEDS,H,1994-10-08,10.0,7.0
SHEFFIELDWEDS,MANUNITED,H,1994-10-08,5.0,6.0
SOUTHAMPTON,EVERTON,H,1994-10-08,13.0,2.0
TOTTENHAM,QPR,D,1994-10-08,4.0,3.0
WESTHAM,CRYSTALPALACE,H,1994-10-08,10.0,5.0
WIMBLEDON,ARSENAL,A,1994-10-08,7.0,7.0
NEWCASTLE,BLACKBURN,D,1994-10-09,11.0,10.0
COVENTRY,IPSWICH,H,1994-10-10,8.0,3.0
ARSENAL,CHELSEA,H,1994-10-15,9.0,6.0
ASTONVILLA,NORWICH,D,1994-10-15,1.0,10.0
BLACKBURN,LIVERPOOL,H,1994-10-15,10.0,7.0
CRYSTALPALACE,NEWCASTLE,A,1994-10-15,4.0,11.0
EVERTON,COVENTRY,A,1994-10-15,2.0,10.0
LEEDS,TOTTENHAM,D,1994-10-15,5.0,5.0
LEICESTER,SOUTHAMPTON,H,1994-10-15,8.0,10.0
MANUNITED,WESTHAM,H,1994-10-15,9.0,9.0
QPR,MANCITY,A,1994-10-15,2.0,8.0
IPSWICH,SHEFFIELDWEDS,A,1994-10-16,3.0,8.0
NOTT'MFOREST,WIMBLEDON,H,1994-10-17,11.0,4.0
ASTONVILLA,NOTT'MFOREST,A,1994-10-22,1.0,13.0
CRYSTALPALACE,EVERTON,H,1994-10-22,6.0,1.0
LIVERPOOL,WIMBLEDON,H,1994-10-22,10.0,3.0
MANCITY,TOTTENHAM,H,1994-10-22,10.0,5.0
NEWCASTLE,SHEFFIELDWEDS,H,1994-10-22,11.0,7.0
NORWICH,QPR,H,1994-10-22,10.0,1.0
WESTHAM,SOUTHAMPTON,H,1994-10-22,9.0,9.0
ARSENAL,COVENTRY,H,1994-10-23,12.0,7.0
BLACKBURN,MANUNITED,A,1994-10-23,7.0,9.0
CHELSEA,IPSWICH,H,1994-10-23,9.0,3.0
LEEDS,LEICESTER,H,1994-10-24,8.0,5.0
COVENTRY,MANCITY,H,1994-10-29,10.0,7.0
EVERTON,ARSENAL,D,1994-10-29,1.0,10.0
IPSWICH,LIVERPOOL,A,1994-10-29,0.0,12.0
LEICESTER,CRYSTALPALACE,A,1994-10-29,4.0,9.0
MANUNITED,NEWCASTLE,H,1994-10-29,12.0,10.0
NOTT'MFOREST,BLACKBURN,A,1994-10-29,10.0,7.0
QPR,ASTONVILLA,H,1994-10-29,4.0,1.0
SHEFFIELDWEDS,CHELSEA,D,1994-10-29,7.0,7.0
SOUTHAMPTON,LEEDS,A,1994-10-29,6.0,10.0
TOTTENHAM,WESTHAM,H,1994-10-29,8.0,9.0
WIMBLEDON,NORWICH,H,1994-10-30,3.0,10.0
QPR,LIVERPOOL,H,1994-10-31,7.0,9.0
EVERTON,WESTHAM,H,1994-11-01,4.0,6.0
IPSWICH,LEEDS,H,1994-11-01,3.0,7.0
COVENTRY,CRYSTALPALACE,A,1994-11-02,9.0,9.0
SHEFFIELDWEDS,BLACKBURN,A,1994-11-02,7.0,10.0
SOUTHAMPTON,NORWICH,D,1994-11-02,4.0,8.0
BLACKBURN,TOTTENHAM,H,1994-11-05,12.0,5.0
CRYSTALPALACE,IPSWICH,H,1994-11-05,12.0,3.0
LEEDS,WIMBLEDON,H,1994-11-05,10.0,3.0
LIVERPOOL,NOTT'MFOREST,H,1994-11-05,9.0,7.0
MANCITY,SOUTHAMPTON,D,1994-11-05,8.0,2.0
NEWCASTLE,QPR,H,1994-11-05,10.0,6.0
NORWICH,EVERTON,D,1994-11-05,6.0,5.0
WESTHAM,LEICESTER,H,1994-11-05,6.0,3.0
ARSENAL,SHEFFIELDWEDS,D,1994-11-06,11.0,5.0
ASTONVILLA,MANUNITED,A,1994-11-06,1.0,12.0
CHELSEA,COVENTRY,D,1994-11-06,8.0,7.0
NOTT'MFOREST,NEWCASTLE,D,1994-11-07,7.0,10.0
LIVERPOOL,CHELSEA,H,1994-11-09,12.0,5.0
WIMBLEDON,ASTONVILLA,H,1994-11-09,6.0,1.0
MANUNITED,MANCITY,H,1994-11-10,15.0,7.0
COVENTRY,NORWICH,H,1994-11-19,7.0,5.0
IPSWICH,BLACKBURN,A,1994-11-19,3.0,12.0
MANUNITED,CRYSTALPALACE,H,1994-11-19,15.0,12.0
NOTT'MFOREST,CHELSEA,A,1994-11-19,4.0,8.0
QPR,LEEDS,H,1994-11-19,9.0,9.0
SHEFFIELDWEDS,WESTHAM,H,1994-11-19,5.0,6.0
SOUTHAMPTON,ARSENAL,H,1994-11-19,5.0,8.0
TOTTENHAM,ASTONVILLA,A,1994-11-19,4.0,3.0
WIMBLEDON,NEWCASTLE,H,1994-11-19,9.0,7.0
LEICESTER,MANCITY,A,1994-11-20,3.0,7.0
EVERTON,LIVERPOOL,H,1994-11-21,8.0,9.0
LEICESTER,ARSENAL,H,1994-11-23,3.0,5.0
TOTTENHAM,CHELSEA,D,1994-11-23,4.0,6.0
ARSENAL,MANUNITED,D,1994-11-26,3.0,13.0
BLACKBURN,QPR,H,1994-11-26,15.0,9.0
CHELSEA,EVERTON,A,1994-11-26,5.0,11.0
CRYSTALPALACE,SOUTHAMPTON,D,1994-11-26,10.0,6.0
LEEDS,NOTT'MFOREST,H,1994-11-26,9.0,1.0
LIVERPOOL,TOTTENHAM,D,1994-11-26,7.0,5.0
MANCITY,WIMBLEDON,H,1994-11-26,7.0,9.0
NEWCASTLE,IPSWICH,D,1994-11-26,5.0,4.0
NORWICH,LEICESTER,H,1994-11-26,5.0,3.0
WESTHAM,COVENTRY,A,1994-11-26,3.0,10.0
ASTONVILLA,SHEFFIELDWEDS,D,1994-11-27,4.0,6.0
COVENTRY,LIVERPOOL,D,1994-12-03,8.0,8.0
IPSWICH,MANCITY,A,1994-12-03,4.0,10.0
LEICESTER,ASTONVILLA,D,1994-12-03,4.0,5.0
MANUNITED,NORWICH,H,1994-12-03,13.0,5.0
NOTT'MFOREST,ARSENAL,D,1994-12-03,2.0,3.0
SHEFFIELDWEDS,CRYSTALPALACE,H,1994-12-03,8.0,7.0
SOUTHAMPTON,CHELSEA,A,1994-12-03,6.0,7.0
TOTTENHAM,NEWCASTLE,H,1994-12-03,5.0,5.0
WIMBLEDON,BLACKBURN,A,1994-12-03,6.0,15.0
EVERTON,LEEDS,H,1994-12-04,13.0,6.0
QPR,WESTHAM,H,1994-12-04,9.0,3.0
ASTONVILLA,EVERTON,D,1994-12-10,6.0,11.0
BLACKBURN,SOUTHAMPTON,H,1994-12-10,15.0,5.0
LEEDS,WESTHAM,D,1994-12-10,7.0,4.0
NEWCASTLE,LEICESTER,H,1994-12-10,5.0,4.0
NORWICH,CHELSEA,H,1994-12-10,7.0,7.0
NOTT'MFOREST,IPSWICH,H,1994-12-10,5.0,1.0
QPR,MANUNITED,A,1994-12-10,6.0,13.0
TOTTENHAM,SHEFFIELDWEDS,H,1994-12-10,8.0,8.0
WIMBLEDON,COVENTRY,H,1994-12-10,9.0,8.0
LIVERPOOL,CRYSTALPALACE,D,1994-12-11,6.0,5.0
MANCITY,ARSENAL,A,1994-12-12,9.0,5.0
IPSWICH,WIMBLEDON,D,1994-12-16,2.0,7.0
ARSENAL,LEEDS,A,1994-12-17,5.0,7.0
COVENTRY,NEWCASTLE,D,1994-12-17,8.0,5.0
CRYSTALPALACE,NORWICH,A,1994-12-17,2.0,9.0
EVERTON,TOTTENHAM,D,1994-12-17,11.0,9.0
LEICESTER,BLACKBURN,D,1994-12-17,5.0,13.0
MANUNITED,NOTT'MFOREST,A,1994-12-17,10.0,7.0
SHEFFIELDWEDS,QPR,A,1994-12-17,7.0,9.0
WESTHAM,MANCITY,H,1994-12-17,4.0,9.0
CHELSEA,LIVERPOOL,D,1994-12-18,5.0,4.0
SOUTHAMPTON,ASTONVILLA,H,1994-12-19,7.0,6.0
ARSENAL,ASTONVILLA,D,1994-12-26,6.0,4.0
CHELSEA,MANUNITED,A,1994-12-26,4.0,10.0
COVENTRY,NOTT'MFOREST,D,1994-12-26,6.0,8.0
CRYSTALPALACE,QPR,D,1994-12-26,3.0,7.0
EVERTON,SHEFFIELDWEDS,A,1994-12-26,8.0,7.0
LEEDS,NEWCASTLE,D,1994-12-26,8.0,6.0
LEICESTER,LIVERPOOL,A,1994-12-26,2.0,7.0
MANCITY,BLACKBURN,A,1994-12-26,6.0,13.0
NORWICH,TOTTENHAM,A,1994-12-26,9.0,11.0
SOUTHAMPTON,WIMBLEDON,A,1994-12-26,4.0,7.0
WESTHAM,IPSWICH,D,1994-12-26,5.0,3.0
NOTT'MFOREST,NORWICH,H,1994-12-27,11.0,6.0
TOTTENHAM,CRYSTALPALACE,D,1994-12-27,11.0,3.0
ASTONVILLA,CHELSEA,H,1994-12-28,6.0,4.0
IPSWICH,ARSENAL,A,1994-12-28,2.0,8.0
LIVERPOOL,MANCITY,H,1994-12-28,9.0,3.0
MANUNITED,LEICESTER,D,1994-12-28,10.0,3.0
QPR,SOUTHAMPTON,D,1994-12-28,8.0,4.0
SHEFFIELDWEDS,COVENTRY,H,1994-12-28,9.0,3.0
WIMBLEDON,WESTHAM,H,1994-12-28,10.0,5.0
ARSENAL,QPR,A,1994-12-31,7.0,8.0
CHELSEA,WIMBLEDON,D,1994-12-31,2.0,11.0
COVENTRY,TOTTENHAM,A,1994-12-31,2.0,11.0
CRYSTALPALACE,BLACKBURN,A,1994-12-31,3.0,13.0
EVERTON,IPSWICH,H,1994-12-31,8.0,2.0
LEEDS,LIVERPOOL,A,1994-12-31,5.0,11.0
LEICESTER,SHEFFIELDWEDS,A,1994-12-31,2.0,9.0
MANCITY,ASTONVILLA,D,1994-12-31,1.0,6.0
NORWICH,NEWCASTLE,H,1994-12-31,9.0,5.0
SOUTHAMPTON,MANUNITED,D,1994-12-31,5.0,8.0
WESTHAM,NOTT'MFOREST,H,1994-12-31,8.0,10.0
ASTONVILLA,LEEDS,D,1995-01-02,6.0,6.0
BLACKBURN,WESTHAM,H,1995-01-02,13.0,7.0
IPSWICH,LEICESTER,H,1995-01-02,5.0,2.0
LIVERPOOL,NORWICH,H,1995-01-02,13.0,6.0
NEWCASTLE,MANCITY,D,1995-01-02,6.0,2.0
NOTT'MFOREST,CRYSTALPALACE,H,1995-01-02,10.0,2.0
SHEFFIELDWEDS,SOUTHAMPTON,D,1995-01-02,10.0,6.0
TOTTENHAM,ARSENAL,H,1995-01-02,11.0,4.0
WIMBLEDON,EVERTON,H,1995-01-02,11.0,5.0
MANUNITED,COVENTRY,H,1995-01-03,8.0,2.0
ARSENAL,EVERTON,D,1995-01-14,5.0,5.0
ASTONVILLA,QPR,H,1995-01-14,9.0,8.0
BLACKBURN,NOTT'MFOREST,H,1995-01-14,13.0,7.0
CHELSEA,SHEFFIELDWEDS,D,1995-01-14,3.0,11.0
CRYSTALPALACE,LEICESTER,H,1995-01-14,5.0,1.0
LEEDS,SOUTHAMPTON,D,1995-01-14,6.0,4.0
LIVERPOOL,IPSWICH,A,1995-01-14,12.0,7.0
MANCITY,COVENTRY,D,1995-01-14,3.0,2.0
NORWICH,WIMBLEDON,A,1995-01-14,3.0,13.0
WESTHAM,TOTTENHAM,A,1995-01-14,4.0,13.0
NEWCASTLE,MANUNITED,D,1995-01-15,4.0,9.0
COVENTRY,ARSENAL,A,1995-01-21,1.0,7.0
EVERTON,CRYSTALPALACE,H,1995-01-21,7.0,4.0
IPSWICH,CHELSEA,D,1995-01-21,7.0,3.0
NOTT'MFOREST,ASTONVILLA,A,1995-01-21,6.0,11.0
SHEFFIELDWEDS,NEWCASTLE,D,1995-01-21,9.0,4.0
MANUNITED,BLACKBURN,H,1995-01-22,9.0,12.0
WESTHAM,SHEFFIELDWEDS,A,1995-01-23,3.0,9.0
ARSENAL,SOUTHAMPTON,D,1995-01-24,5.0,5.0
LEEDS,QPR,H,1995-01-24,6.0,5.0
LIVERPOOL,EVERTON,D,1995-01-24,10.0,8.0
ASTONVILLA,TOTTENHAM,H,1995-01-25,11.0,10.0
CHELSEA,NOTT'MFOREST,A,1995-01-25,3.0,6.0
CRYSTALPALACE,MANUNITED,D,1995-01-25,4.0,9.0
MANCITY,LEICESTER,A,1995-01-25,3.0,4.0
NEWCASTLE,WIMBLEDON,H,1995-01-25,6.0,10.0
NORWICH,COVENTRY,D,1995-01-25,4.0,2.0
BLACKBURN,IPSWICH,H,1995-01-28,12.0,7.0
BLACKBURN,LEEDS,D,1995-02-01,10.0,6.0
NEWCASTLE,EVERTON,H,1995-02-01,9.0,5.0
COVENTRY,CHELSEA,D,1995-02-04,3.0,4.0
EVERTON,NORWICH,H,1995-02-04,8.0,4.0
IPSWICH,CRYSTALPALACE,A,1995-02-04,7.0,7.0
LEICESTER,WESTHAM,A,1995-02-04,3.0,6.0
MANUNITED,ASTONVILLA,H,1995-02-04,11.0,10.0
NOTT'MFOREST,LIVERPOOL,D,1995-02-04,7.0,8.0
QPR,NEWCASTLE,H,1995-02-04,7.0,8.0
SHEFFIELDWEDS,ARSENAL,H,1995-02-04,9.0,5.0
SOUTHAMPTON,MANCITY,D,1995-02-04,5.0,4.0
WIMBLEDON,LEEDS,D,1995-02-04,8.0,7.0
TOTTENHAM,BLACKBURN,H,1995-02-05,12.0,7.0
ARSENAL,LEICESTER,D,1995-02-11,6.0,4.0
ASTONVILLA,WIMBLEDON,H,1995-02-11,12.0,7.0
CHELSEA,TOTTENHAM,D,1995-02-11,4.0,10.0
CRYSTALPALACE,COVENTRY,A,1995-02-11,7.0,6.0
LIVERPOOL,QPR,D,1995-02-11,6.0,7.0
MANCITY,MANUNITED,A,1995-02-11,3.0,11.0
NEWCASTLE,NOTT'MFOREST,H,1995-02-11,10.0,4.0
NORWICH,SOUTHAMPTON,D,1995-02-11,2.0,5.0
BLACKBURN,SHEFFIELDWEDS,H,1995-02-12,7.0,8.0
WESTHAM,EVERTON,D,1995-02-13,4.0,8.0
COVENTRY,WESTHAM,H,1995-02-18,8.0,4.0
SHEFFIELDWEDS,ASTONVILLA,A,1995-02-18,7.0,12.0
ARSENAL,NOTT'MFOREST,H,1995-02-21,8.0,4.0
ASTONVILLA,LEICESTER,D,1995-02-22,10.0,5.0
BLACKBURN,WIMBLEDON,H,1995-02-22,10.0,4.0
LEEDS,EVERTON,H,1995-02-22,9.0,5.0
MANCITY,IPSWICH,H,1995-02-22,5.0,4.0
NORWICH,MANUNITED,A,1995-02-22,2.0,13.0
BLACKBURN,NORWICH,D,1995-02-25,8.0,3.0
COVENTRY,LEICESTER,H,1995-02-25,11.0,5.0
CRYSTALPALACE,ARSENAL,A,1995-02-25,4.0,8.0
EVERTON,MANUNITED,H,1995-02-25,7.0,10.0
IPSWICH,SOUTHAMPTON,H,1995-02-25,4.0,4.0
MANCITY,LEEDS,D,1995-02-25,5.0,9.0
NEWCASTLE,ASTONVILLA,H,1995-02-25,12.0,7.0
SHEFFIELDWEDS,LIVERPOOL,A,1995-02-25,6.0,6.0
TOTTENHAM,WIMBLEDON,A,1995-02-25,7.0,4.0
WESTHAM,CHELSEA,A,1995-02-25,4.0,6.0
QPR,NOTT'MFOREST,D,1995-02-26,5.0,5.0
IPSWICH,NEWCASTLE,A,1995-02-28,3.0,12.0
ASTONVILLA,BLACKBURN,A,1995-03-04,7.0,10.0
LEEDS,SHEFFIELDWEDS,A,1995-03-04,6.0,6.0
LEICESTER,EVERTON,D,1995-03-04,3.0,8.0
LIVERPOOL,NEWCASTLE,H,1995-03-04,9.0,9.0
MANUNITED,IPSWICH,H,1995-03-04,12.0,3.0
NORWICH,MANCITY,D,1995-03-04,3.0,6.0
NOTT'MFOREST,TOTTENHAM,D,1995-03-04,3.0,5.0
SOUTHAMPTON,COVENTRY,D,1995-03-04,4.0,11.0
WIMBLEDON,QPR,A,1995-03-04,4.0,8.0
ARSENAL,WESTHAM,A,1995-03-05,7.0,7.0
CHELSEA,CRYSTALPALACE,D,1995-03-05,6.0,5.0
ASTONVILLA,COVENTRY,D,1995-03-06,5.0,11.0
WIMBLEDON,MANUNITED,A,1995-03-07,3.0,12.0
BLACKBURN,ARSENAL,H,1995-03-08,13.0,7.0
MANCITY,CHELSEA,A,1995-03-08,5.0,9.0
NEWCASTLE,WESTHAM,H,1995-03-08,12.0,4.0
NORWICH,SHEFFIELDWEDS,D,1995-03-08,4.0,4.0
NOTT'MFOREST,EVERTON,H,1995-03-08,5.0,5.0
QPR,LEICESTER,H,1995-03-08,11.0,3.0
TOTTENHAM,IPSWICH,H,1995-03-08,8.0,3.0
CHELSEA,LEEDS,A,1995-03-11,8.0,8.0
COVENTRY,BLACKBURN,D,1995-03-11,9.0,11.0
LEICESTER,NOTT'MFOREST,A,1995-03-11,2.0,8.0
SHEFFIELDWEDS,WIMBLEDON,A,1995-03-11,4.0,6.0
WESTHAM,NORWICH,D,1995-03-11,4.0,4.0
CRYSTALPALACE,SHEFFIELDWEDS,H,1995-03-14,7.0,4.0
LIVERPOOL,COVENTRY,A,1995-03-14,8.0,9.0
EVERTON,MANCITY,D,1995-03-15,5.0,6.0
LEICESTER,LEEDS,A,1995-03-15,1.0,10.0
MANUNITED,TOTTENHAM,D,1995-03-15,10.0,6.0
QPR,NORWICH,H,1995-03-15,11.0,4.0
SOUTHAMPTON,WESTHAM,D,1995-03-15,4.0,5.0
ASTONVILLA,WESTHAM,A,1995-03-18,2.0,8.0
BLACKBURN,CHELSEA,H,1995-03-18,11.0,7.0
LEEDS,COVENTRY,H,1995-03-18,10.0,6.0
MANCITY,SHEFFIELDWEDS,H,1995-03-18,6.0,4.0
NOTT'MFOREST,SOUTHAMPTON,H,1995-03-18,11.0,3.0
QPR,EVERTON,A,1995-03-18,10.0,8.0
TOTTENHAM,LEICESTER,H,1995-03-18,8.0,1.0
WIMBLEDON,CRYSTALPALACE,H,1995-03-18,9.0,4.0
LIVERPOOL,MANUNITED,H,1995-03-19,10.0,7.0
NEWCASTLE,ARSENAL,H,1995-03-19,12.0,6.0
NORWICH,IPSWICH,H,1995-03-20,6.0,3.0
WIMBLEDON,MANCITY,H,1995-03-21,9.0,5.0
MANUNITED,ARSENAL,H,1995-03-22,10.0,3.0
NOTT'MFOREST,LEEDS,H,1995-03-22,13.0,9.0
QPR,CHELSEA,H,1995-03-22,12.0,4.0
SOUTHAMPTON,NEWCASTLE,H,1995-03-22,5.0,9.0
TOTTENHAM,LIVERPOOL,D,1995-03-22,9.0,10.0
ARSENAL,NORWICH,H,1995-04-01,3.0,5.0
CHELSEA,NEWCASTLE,D,1995-04-01,4.0,7.0
COVENTRY,QPR,A,1995-04-01,5.0,12.0
CRYSTALPALACE,MANCITY,H,1995-04-01,7.0,4.0
EVERTON,BLACKBURN,A,1995-04-01,5.0,13.0
IPSWICH,ASTONVILLA,A,1995-04-01,0.0,4.0
LEICESTER,WIMBLEDON,A,1995-04-01,0.0,12.0
SHEFFIELDWEDS,NOTT'MFOREST,A,1995-04-01,1.0,15.0
MANUNITED,LEEDS,D,1995-04-02,8.0,10.0
SOUTHAMPTON,TOTTENHAM,H,1995-04-02,8.0,8.0
CRYSTALPALACE,ASTONVILLA,D,1995-04-04,8.0,5.0
QPR,BLACKBURN,A,1995-04-04,9.0,13.0
LEEDS,IPSWICH,H,1995-04-05,10.0,0.0
LEICESTER,NORWICH,H,1995-04-05,3.0,4.0
LIVERPOOL,SOUTHAMPTON,H,1995-04-05,10.0,7.0
NEWCASTLE,NORWICH,H,1995-04-08,10.0,3.0
NOTT'MFOREST,WESTHAM,D,1995-04-08,13.0,6.0
